survey_id,encounter_id,response_date,overall_satisfaction,communication_with_nurses,communication_with_doctors,cleanliness_score,would_recommend
SRV-212527,ENC-10358,2024-09-12,8.1,9.1,8.0,7.3,Yes
SRV-398712,ENC-11269,2024-04-28,8.5,9.0,8.9,8.8,No
SRV-352064,ENC-12168,2024-01-06,7.5,7.8,7.8,8.0,Yes
SRV-468431,ENC-11073,2024-07-19,5.5,6.6,5.2,7.1,No
SRV-688140,ENC-12156,2024-09-21,5.6,6.3,8.6,9.2,No
SRV-863047,ENC-12311,2024-01-12,6.7,7.7,8.3,7.5,Yes
SRV-540041,ENC-14194,2024-07-03,10.0,10.0,10.0,6.8,Yes
SRV-705650,ENC-12820,2024-08-19,8.4,8.5,9.9,8.5,Yes
SRV-717422,ENC-10229,2024-03-03,9.6,10.0,10.0,10.0,Yes
SRV-506286,ENC-11392,2024-05-01,7.3,7.6,7.6,9.4,No
SRV-427382,ENC-14318,2024-07-04,6.6,5.9,9.2,8.6,No
SRV-722971,ENC-11401,2024-03-30,6.2,6.2,7.9,6.0,No
SRV-113427,ENC-13204,2024-07-15,5.5,5.8,5.6,6.7,No
SRV-345046,ENC-14498,2024-02-20,6.8,8.3,6.2,7.8,No
SRV-870122,ENC-13348,2024-04-17,6.6,4.8,5.8,5.6,No
SRV-752089,ENC-14226,2024-03-24,7.1,5.5,8.0,6.8,No
SRV-486674,ENC-12716,2024-11-10,6.0,7.1,6.9,7.6,Yes
SRV-459700,ENC-11496,2024-01-12,8.8,7.9,9.5,10.0,Yes
SRV-367362,ENC-13837,2024-06-28,8.8,9.8,9.0,9.0,No
SRV-885880,ENC-10038,2024-06-24,10.0,10.0,10.0,9.1,Yes
SRV-680407,ENC-10976,2024-02-12,7.1,6.6,6.6,8.1,Yes
SRV-214837,ENC-14599,2024-04-19,4.1,3.3,4.4,2.2,No
SRV-993186,ENC-11432,2024-10-11,9.1,10.0,9.0,10.0,Yes
SRV-888696,ENC-12262,2024-11-27,6.0,3.7,6.7,9.5,Yes
SRV-578666,ENC-14991,2024-03-26,9.5,10.0,9.5,10.0,Yes
SRV-950907,ENC-13170,2024-08-08,8.0,8.8,6.9,6.8,Yes
SRV-827502,ENC-12304,2024-07-19,7.0,8.3,7.6,5.6,Yes
SRV-486751,ENC-11239,2024-05-17,7.8,7.2,8.3,6.7,Yes
SRV-232945,ENC-12819,2024-08-15,7.4,6.8,7.2,6.0,Yes
SRV-974521,ENC-12256,2024-03-05,5.3,6.2,5.1,1.6,Yes
SRV-155856,ENC-12161,2024-02-05,4.1,3.9,6.1,3.6,No
SRV-573992,ENC-14818,2024-09-11,5.3,3.8,4.4,6.7,No
SRV-304118,ENC-10167,2024-12-27,4.0,3.5,4.1,7.7,No
SRV-900530,ENC-14302,2024-09-19,8.4,8.9,8.5,9.3,Yes
SRV-748274,ENC-12057,2024-04-11,8.2,6.7,7.3,6.0,Yes
SRV-811819,ENC-13585,2024-10-16,7.1,6.3,8.4,5.3,Yes
SRV-783141,ENC-11960,2024-10-14,4.9,4.7,6.6,3.1,Yes
SRV-599801,ENC-11991,2024-12-03,6.6,6.7,8.4,4.4,Yes
SRV-883590,ENC-14319,2024-07-10,6.3,7.0,5.6,10.0,No
SRV-509787,ENC-12714,2024-04-01,9.3,9.6,7.9,8.5,Yes
SRV-274136,ENC-90685,2024-12-02,4.4,3.6,4.2,3.3,No
SRV-855404,ENC-13978,2024-06-24,10.0,10.0,10.0,10.0,Yes
SRV-294446,ENC-14288,2024-01-02,1.2,1.4,1.0,1.0,No
SRV-341418,ENC-14553,2024-11-04,7.0,8.5,7.7,6.8,No
SRV-975565,ENC-11539,2024-02-03,9.7,8.7,9.7,10.0,Yes
SRV-550833,ENC-10800,2024-05-30,5.3,6.0,5.5,3.4,No
SRV-242548,ENC-14528,2024-03-15,8.5,9.2,7.7,5.8,Yes
SRV-223910,ENC-91656,2024-02-29,9.0,9.7,9.1,9.7,Yes
SRV-290022,ENC-11785,2024-06-10,9.7,8.9,9.4,9.0,Yes
SRV-868035,ENC-12868,2024-11-06,8.9,7.0,9.3,10.0,Yes
SRV-477545,ENC-12452,2024-03-27,7.2,7.6,8.1,7.9,Yes
SRV-278224,ENC-13021,2024-06-03,9.0,9.8,10.0,9.8,Yes
SRV-172878,ENC-14725,2024-12-20,10.0,9.3,10.0,8.6,Yes
SRV-165573,ENC-11819,2024-11-12,7.1,6.0,7.9,7.1,No
SRV-210703,ENC-14259,2024-12-12,7.7,7.1,7.3,2.2,Yes
SRV-339840,ENC-11537,2024-03-01,3.1,1.8,3.7,2.8,Yes
SRV-225374,ENC-13564,2024-07-14,9.3,10.0,10.0,8.6,Yes
SRV-151491,ENC-14345,2024-11-24,5.3,4.8,6.6,1.0,Yes
SRV-700374,ENC-12535,2024-06-24,10.0,9.8,9.3,7.2,Yes
SRV-179878,ENC-14769,2024-08-11,3.4,3.8,4.2,1.9,No
SRV-766580,ENC-12767,2024-03-17,7.9,9.0,7.6,9.8,Yes
SRV-840655,ENC-93130,2024-12-25,8.5,10.0,9.8,10.0,Yes
SRV-340791,ENC-11265,2024-04-07,6.3,5.9,5.7,5.2,No
SRV-798223,ENC-10172,2024-12-03,4.3,5.1,3.9,5.5,No
SRV-628201,ENC-12420,2024-03-29,10.0,8.1,10.0,7.3,Yes
SRV-233835,ENC-13969,2024-10-24,1.8,1.0,1.2,3.6,No
SRV-695967,ENC-13990,2024-01-12,2.2,2.1,2.6,2.8,No
SRV-477545,ENC-11124,2024-12-06,9.5,8.5,9.7,7.7,Yes
SRV-269082,ENC-10224,2024-04-15,9.8,10.0,9.8,10.0,No
SRV-592093,ENC-10307,2024-05-28,7.1,7.4,9.1,10.0,Yes
SRV-850669,ENC-12773,2024-05-12,10.0,10.0,10.0,8.9,Yes
SRV-840002,ENC-14593,2024-11-15,6.1,5.1,5.9,7.9,Yes
SRV-881283,ENC-11463,2024-03-13,4.2,4.3,5.8,5.7,No
SRV-435333,ENC-10933,2024-03-30,9.2,9.1,10.0,9.8,No
SRV-784627,ENC-11011,2024-11-13,7.4,6.6,7.9,6.6,Yes
SRV-278297,ENC-14578,2024-10-01,4.4,3.2,6.3,7.3,No
SRV-411701,ENC-12784,2024-11-06,8.0,7.5,9.6,6.4,Yes
SRV-385734,ENC-11754,2024-11-27,4.9,4.8,4.6,7.1,No
SRV-525879,ENC-11038,2024-10-26,8.6,8.3,10.0,6.6,Yes
SRV-374650,ENC-10709,2024-10-14,1.5,1.7,1.8,1.4,No
SRV-206764,ENC-14406,2024-05-09,5.2,5.3,6.4,6.8,Yes
SRV-749262,ENC-12453,2024-10-10,6.2,4.7,6.3,6.7,Yes
SRV-753883,ENC-10744,2024-11-13,6.4,6.2,6.9,5.7,Yes
SRV-321861,ENC-14268,2024-07-05,5.2,4.8,4.4,5.6,No
SRV-583664,ENC-12404,2024-04-09,8.7,7.2,8.1,10.0,Yes
SRV-314091,ENC-10184,2024-11-09,9.2,10.0,10.0,10.0,No
SRV-200361,ENC-98669,2024-11-01,8.1,9.6,9.3,6.7,No
SRV-610712,ENC-14235,2024-09-23,6.8,6.5,6.3,8.2,No
SRV-336867,ENC-14716,2024-11-26,8.0,7.8,8.7,8.1,No
SRV-670871,ENC-10464,2024-11-30,9.3,8.6,9.3,7.8,No
SRV-233440,ENC-10240,2024-06-29,7.1,6.5,7.4,6.1,Yes
SRV-607608,ENC-11182,2024-09-25,4.0,4.2,4.9,1.0,No
SRV-449142,ENC-11409,2024-06-28,4.2,4.4,4.7,4.1,Yes
SRV-307738,ENC-13154,2024-01-24,10.0,9.5,9.7,9.1,Yes
SRV-842896,ENC-12315,2024-10-20,3.6,4.4,3.3,3.4,No
SRV-111352,ENC-14581,2024-09-07,4.4,4.1,5.6,2.1,No
SRV-327962,ENC-14543,2024-09-17,9.6,10.0,10.0,7.9,No
SRV-118312,ENC-11775,2024-10-17,7.3,5.3,7.3,9.7,Yes
SRV-992976,ENC-11700,2024-01-09,9.6,8.7,8.9,8.5,Yes
SRV-350280,ENC-13403,2024-12-21,7.3,6.7,5.4,4.3,Yes
SRV-177150,ENC-13339,2024-03-14,6.5,6.1,7.2,2.3,No
SRV-446657,ENC-13392,2024-04-27,2.8,3.0,3.8,8.6,Yes
SRV-443076,ENC-11692,2024-01-26,9.1,9.6,7.9,6.7,Yes
SRV-977714,ENC-14890,2024-07-11,10.0,9.1,10.0,8.1,Yes
SRV-671770,ENC-12916,2024-02-01,8.5,9.2,7.8,5.9,No
SRV-286794,ENC-14250,2024-05-22,8.0,7.3,8.8,4.7,No
SRV-681038,ENC-10438,2024-09-03,5.1,5.2,5.2,4.9,No
SRV-393582,ENC-14152,2024-02-17,5.6,4.8,7.9,3.1,Yes
SRV-608466,ENC-10301,2024-03-27,6.2,7.5,6.2,4.6,No
SRV-462181,ENC-11045,2024-02-15,7.6,7.0,9.0,6.4,Yes
SRV-716065,ENC-10303,2024-01-20,3.2,1.1,1.6,1.0,No
SRV-296343,ENC-14226,2024-12-31,10.0,10.0,10.0,9.6,Yes
SRV-217957,ENC-10033,2024-06-13,10.0,10.0,10.0,10.0,Yes
SRV-203492,ENC-12778,2024-07-28,4.7,5.4,5.3,1.0,No
SRV-733830,ENC-12476,2024-08-05,9.6,10.0,9.1,9.4,Yes
SRV-865114,ENC-12027,2024-10-09,10.0,10.0,10.0,10.0,Yes
SRV-754734,ENC-97839,2024-08-01,4.0,5.9,6.4,3.0,No
SRV-725029,ENC-14199,2024-04-04,9.6,10.0,9.9,7.2,No
SRV-346307,ENC-11891,2024-01-15,8.4,10.0,9.1,2.9,Yes
SRV-180364,ENC-13037,2024-07-29,8.1,6.9,9.2,8.7,No
SRV-582346,ENC-12402,2024-10-20,10.0,9.2,10.0,10.0,Yes
SRV-510939,ENC-13531,2024-11-05,7.7,8.2,7.3,7.6,No
SRV-771913,ENC-14086,2024-08-28,7.8,8.7,6.8,8.9,Yes
SRV-114473,ENC-93600,2024-06-29,2.7,2.5,3.9,2.1,No
SRV-130285,ENC-12417,2024-01-29,7.5,6.6,9.3,6.9,No
SRV-363391,ENC-11611,2024-06-24,8.2,8.2,8.9,9.6,Yes
SRV-697648,ENC-13313,2024-02-05,7.4,8.6,8.8,8.3,No
SRV-301220,ENC-95622,2024-07-12,7.7,8.0,7.6,10.0,Yes
SRV-953336,ENC-13800,2024-07-23,4.4,3.0,6.0,7.8,Yes
SRV-202345,ENC-10219,2024-12-18,8.3,7.2,9.0,7.9,Yes
SRV-811135,ENC-13437,2024-10-19,9.2,10.0,10.0,6.5,Yes
SRV-644901,ENC-11339,2024-12-14,9.2,9.0,8.6,9.1,Yes
SRV-233280,ENC-12757,2024-04-10,5.5,3.9,7.2,6.8,No
SRV-535261,ENC-14353,2024-12-21,9.1,9.3,9.6,9.7,Yes
SRV-465879,ENC-10339,2024-05-11,1.0,1.2,1.0,1.2,No
SRV-984745,ENC-10638,2024-10-26,4.3,4.7,5.0,4.6,Yes
SRV-740842,ENC-12962,2024-01-17,6.8,5.4,7.2,7.1,Yes
SRV-626941,ENC-10463,2024-03-31,10.0,9.0,10.0,10.0,Yes
SRV-327699,ENC-12843,2024-01-04,5.0,4.4,5.1,6.1,No
SRV-372159,ENC-12085,2024-01-16,6.8,5.0,7.1,6.8,Yes
SRV-315745,ENC-12631,2024-12-23,10.0,10.0,10.0,8.4,Yes
SRV-210038,ENC-10418,2024-06-15,2.2,2.1,1.6,4.9,No
SRV-910741,ENC-13082,2024-09-14,7.1,7.0,7.4,6.2,Yes
SRV-205706,ENC-10246,2024-07-21,10.0,10.0,9.6,10.0,Yes
SRV-513268,ENC-14220,2024-03-06,9.4,9.0,9.9,6.3,No
SRV-605150,ENC-10401,2024-03-28,6.2,4.3,7.4,4.6,Yes
SRV-226026,ENC-11575,2024-12-14,8.6,8.8,8.3,5.6,Yes
SRV-965487,ENC-13283,2024-06-05,9.0,9.2,9.0,6.7,Yes
SRV-666884,ENC-13931,2024-04-05,7.1,6.7,8.7,8.4,Yes
SRV-188913,ENC-98440,2024-03-17,10.0,10.0,8.9,7.0,Yes
SRV-981234,ENC-10472,2024-11-09,8.6,9.7,10.0,10.0,No
SRV-566541,ENC-97887,2024-10-19,3.0,4.0,3.3,3.3,No
SRV-994149,ENC-12506,2024-01-04,7.6,7.6,7.4,6.7,Yes
SRV-923983,ENC-11460,2024-04-11,7.1,7.9,6.5,7.1,Yes
SRV-466734,ENC-13122,2024-06-08,8.2,6.5,9.9,4.9,No
SRV-162606,ENC-97013,2024-12-10,8.7,8.0,8.1,8.8,Yes
SRV-948609,ENC-13963,2024-11-27,9.0,10.0,8.4,6.2,Yes
SRV-418047,ENC-14812,2024-11-15,2.9,1.7,3.5,1.5,No
SRV-380569,ENC-14567,2024-05-11,8.2,9.7,10.0,6.0,Yes
SRV-103882,ENC-14418,2024-06-15,5.0,3.8,5.4,1.3,Yes
SRV-869793,ENC-13490,2024-10-16,5.1,5.8,5.7,4.6,Yes
SRV-124296,ENC-12593,2024-08-03,7.3,8.5,7.8,9.6,Yes
SRV-218937,ENC-14364,2024-09-23,4.9,5.8,5.9,5.3,Yes
SRV-903093,ENC-91503,2024-03-04,8.8,9.2,9.3,9.2,No
SRV-828352,ENC-10198,2024-07-19,2.5,3.3,3.8,4.9,Yes
SRV-114022,ENC-14187,2024-04-16,10.0,10.0,10.0,8.3,Yes
SRV-854636,ENC-14305,2024-09-30,9.2,7.6,8.5,10.0,Yes
SRV-570781,ENC-13990,2024-06-24,4.0,3.8,3.0,9.2,No
SRV-331415,ENC-14379,2024-10-21,2.2,2.4,3.4,5.0,No
SRV-166164,ENC-13180,2024-03-16,5.6,7.6,7.6,4.9,Yes
SRV-241063,ENC-14049,2024-01-30,6.2,6.6,5.8,4.2,No
SRV-434295,ENC-14377,2024-03-15,8.9,8.3,10.0,9.2,Yes
SRV-834904,ENC-10191,2024-11-07,7.4,9.0,5.4,4.3,No
SRV-260163,ENC-14112,2024-12-13,1.6,1.0,1.8,1.1,No
SRV-216432,ENC-10117,2024-06-06,8.5,8.2,9.6,9.5,Yes
SRV-440407,ENC-12061,2024-06-13,8.1,9.9,9.4,6.2,Yes
SRV-821203,ENC-10866,2024-07-17,6.5,6.7,8.0,4.0,No
SRV-124295,ENC-11979,2024-12-26,7.7,5.9,6.6,5.8,No
SRV-351464,ENC-14772,2024-08-01,9.3,9.0,10.0,10.0,Yes
SRV-261978,ENC-13932,2024-09-13,6.0,5.6,7.8,5.3,Yes
SRV-876319,ENC-12336,2024-12-27,4.8,3.6,6.1,1.9,No
SRV-905543,ENC-12932,2024-08-16,1.8,1.0,1.4,1.1,No
SRV-772368,ENC-14575,2024-06-11,8.6,7.8,8.2,7.8,Yes
SRV-397319,ENC-13401,2024-12-26,8.4,9.1,9.9,7.8,Yes
SRV-632329,ENC-14055,2024-10-09,8.6,8.0,9.4,5.4,Yes
SRV-120549,ENC-10395,2024-08-12,8.4,7.7,8.8,6.0,Yes
SRV-384121,ENC-14671,2024-04-14,7.8,6.3,8.7,5.2,Yes
SRV-570696,ENC-14998,2024-06-12,4.8,4.8,4.3,2.8,Yes
SRV-281610,ENC-11156,2024-09-09,8.7,8.6,10.0,6.7,Yes
SRV-233029,ENC-14992,2024-06-27,8.8,8.4,9.2,10.0,Yes
SRV-789166,ENC-11175,2024-03-14,9.8,9.0,10.0,9.9,Yes
SRV-100138,ENC-14100,2024-03-01,8.5,9.2,10.0,8.4,Yes
SRV-521021,ENC-14399,2024-03-28,9.2,9.8,10.0,9.3,No
SRV-495368,ENC-12838,2024-10-01,10.0,9.8,8.9,10.0,Yes
SRV-850055,ENC-93102,2024-08-30,8.5,8.0,7.1,5.1,Yes
SRV-892689,ENC-13551,2024-04-15,3.1,3.8,4.2,1.3,No
SRV-693565,ENC-14407,2024-09-02,4.9,4.6,3.5,5.6,No
SRV-637088,ENC-13005,2024-11-09,8.1,8.5,8.3,9.4,No
SRV-264176,ENC-14045,2024-06-05,9.9,10.0,10.0,10.0,No
SRV-446474,ENC-14959,2024-07-03,7.2,6.2,8.8,6.1,No
SRV-605390,ENC-12682,2024-11-15,8.2,9.6,8.3,7.6,Yes
SRV-776779,ENC-10749,2024-02-21,6.9,6.1,6.4,3.7,No
SRV-408972,ENC-11033,2024-01-05,6.6,7.9,7.3,5.5,No
SRV-659223,ENC-13757,2024-04-16,4.3,3.1,4.1,5.7,No
SRV-871327,ENC-14974,2024-11-30,10.0,10.0,10.0,9.3,Yes
SRV-781716,ENC-14884,2024-04-08,6.8,8.1,7.2,6.6,Yes
SRV-693923,ENC-10961,2024-09-18,6.2,4.9,7.2,4.3,No
SRV-322266,ENC-10862,2024-07-21,9.2,8.6,8.3,8.2,Yes
SRV-728432,ENC-12853,2024-10-12,8.9,9.0,8.8,8.8,Yes
SRV-184544,ENC-14628,2024-01-29,10.0,9.8,10.0,10.0,Yes
SRV-158555,ENC-10709,2024-10-08,1.0,1.0,2.4,3.9,No
SRV-136685,ENC-14752,2024-09-21,9.6,7.9,10.0,8.9,Yes
SRV-478499,ENC-11974,2024-08-09,6.5,8.8,8.4,6.5,Yes
SRV-744343,ENC-13151,2024-12-17,5.9,7.3,5.0,9.3,No
SRV-765205,ENC-11749,2024-04-21,2.3,2.7,2.6,3.4,No
SRV-625330,ENC-11787,2024-05-22,3.3,3.1,4.0,2.4,Yes
SRV-359411,ENC-12230,2024-09-02,7.1,7.7,7.2,6.9,No
SRV-270333,ENC-11234,2024-07-06,10.0,8.5,10.0,6.1,Yes
SRV-331047,ENC-11784,2024-05-22,9.1,8.7,10.0,8.9,Yes
SRV-380462,ENC-11296,2024-03-23,7.0,5.4,7.6,7.2,No
SRV-183397,ENC-10718,2024-01-24,8.3,8.6,9.2,7.4,Yes
SRV-664862,ENC-11144,2024-02-13,7.8,8.1,8.4,6.7,Yes
SRV-185126,ENC-10306,2024-08-27,8.3,10.0,9.5,8.9,Yes
SRV-476904,ENC-12829,2024-02-06,7.3,7.6,7.9,5.8,Yes
SRV-584078,ENC-99972,2024-03-20,6.5,5.7,5.2,6.2,No
SRV-751603,ENC-13037,2024-03-27,10.0,10.0,10.0,9.1,Yes
SRV-778932,ENC-10606,2024-11-26,7.6,8.2,7.1,9.0,No
SRV-994079,ENC-11861,2024-08-04,8.8,8.9,9.0,9.4,Yes
SRV-229910,ENC-94293,2024-02-12,7.7,8.8,9.0,9.7,Yes
SRV-165159,ENC-12397,2024-11-21,10.0,9.8,9.4,10.0,Yes
SRV-585760,ENC-13190,2024-09-18,7.3,8.3,9.0,4.0,Yes
SRV-119422,ENC-14462,2024-06-09,6.5,6.9,5.7,6.1,Yes
SRV-525525,ENC-13499,2024-04-23,3.7,2.6,4.2,1.8,No
SRV-109718,ENC-13267,2024-01-07,10.0,10.0,8.1,9.0,Yes
SRV-376960,ENC-12908,2024-03-23,6.0,6.5,5.9,5.4,Yes
SRV-434874,ENC-11241,2024-03-26,4.9,5.6,5.2,4.3,No
SRV-292680,ENC-13701,2024-03-06,6.2,6.2,4.9,9.0,No
SRV-946822,ENC-12695,2024-09-01,5.7,6.3,5.0,3.8,No
SRV-319966,ENC-14056,2024-08-05,7.9,8.3,6.8,6.9,No
SRV-571034,ENC-10406,2024-11-10,6.1,6.0,6.5,9.3,No
SRV-564391,ENC-12987,2024-07-17,10.0,8.3,10.0,10.0,Yes
SRV-285170,ENC-13713,2024-12-09,6.9,7.8,9.0,6.2,Yes
SRV-465909,ENC-11269,2024-06-19,10.0,10.0,10.0,8.1,Yes
SRV-998738,ENC-10941,2024-07-06,6.2,5.9,5.9,5.1,No
SRV-776967,ENC-12313,2024-03-10,5.7,6.7,5.3,4.5,No
SRV-558696,ENC-10154,2024-08-11,8.9,6.7,8.5,9.1,No
SRV-255071,ENC-10685,2024-11-29,5.9,5.3,5.7,7.1,Yes
SRV-127289,ENC-11931,2024-12-30,5.4,4.2,7.6,7.1,No
SRV-419276,ENC-10778,2024-10-05,8.2,7.1,10.0,7.4,Yes
SRV-588672,ENC-14368,2024-04-14,6.3,7.9,7.8,8.2,Yes
SRV-393245,ENC-14707,2024-02-02,10.0,9.7,10.0,6.8,Yes
SRV-186047,ENC-10987,2024-10-13,8.1,9.2,9.7,5.8,No
SRV-548260,ENC-11044,2024-06-14,6.0,4.9,5.1,4.5,Yes
SRV-780197,ENC-14350,2024-04-06,9.7,9.5,10.0,8.7,Yes
SRV-571605,ENC-91174,2024-06-03,3.9,3.8,5.5,1.6,No
SRV-360976,ENC-10928,2024-12-12,9.1,9.5,8.4,6.7,Yes
SRV-634448,ENC-13170,2024-10-20,5.3,4.3,5.0,4.9,No
SRV-362536,ENC-13810,2024-11-25,10.0,10.0,10.0,10.0,Yes
SRV-161050,ENC-11252,2024-07-26,5.1,7.0,4.7,6.1,No
SRV-110878,ENC-13908,2024-05-14,6.3,4.5,7.5,6.0,Yes
SRV-465112,ENC-10470,2024-12-09,1.0,1.2,1.0,1.0,No
SRV-528361,ENC-12483,2024-03-13,7.9,6.6,7.7,8.6,Yes
SRV-863368,ENC-13107,2024-06-25,4.0,1.7,2.2,5.2,No
SRV-563246,ENC-14109,2024-05-14,2.8,3.7,6.4,3.8,No
SRV-197145,ENC-10707,2024-02-02,3.0,3.0,4.8,1.0,No
SRV-255336,ENC-11950,2024-10-20,3.9,5.5,4.8,3.5,No
SRV-970889,ENC-14943,2024-01-29,7.4,7.6,9.5,5.3,Yes
SRV-322114,ENC-13826,2024-04-05,8.0,8.1,6.2,10.0,Yes
SRV-453609,ENC-10093,2024-03-06,6.4,4.9,7.6,6.4,Yes
SRV-651677,ENC-12405,2024-08-15,5.6,6.9,5.5,5.9,Yes
SRV-555433,ENC-13856,2024-07-10,6.6,7.6,5.0,7.7,No
SRV-629539,ENC-12070,2024-08-28,7.9,6.1,8.2,9.4,Yes
SRV-194248,ENC-11456,2024-07-10,4.8,2.9,5.3,9.0,No
SRV-258487,ENC-14618,2024-06-01,6.2,4.6,7.1,6.8,Yes
SRV-250563,ENC-12238,2024-07-19,8.7,9.6,10.0,10.0,Yes
SRV-721478,ENC-14106,2024-11-08,6.3,6.9,5.6,2.9,No
SRV-532128,ENC-13978,2024-02-25,6.2,6.9,8.2,9.7,No
SRV-514144,ENC-10659,2024-08-11,8.8,7.1,9.8,5.8,Yes
SRV-864302,ENC-93534,2024-10-25,5.2,6.1,5.5,6.0,No
SRV-462187,ENC-10338,2024-08-19,6.5,4.2,6.5,7.5,No
SRV-738272,ENC-10286,2024-09-01,7.4,7.4,9.0,10.0,No
SRV-817630,ENC-14506,2024-07-14,7.9,7.0,6.3,8.3,No
SRV-149200,ENC-10760,2024-09-18,10.0,10.0,9.3,9.4,Yes
SRV-114961,ENC-11030,2024-03-26,8.2,8.7,8.7,6.8,Yes
SRV-538592,ENC-13829,2024-12-25,7.2,6.6,6.3,6.4,Yes
SRV-924711,ENC-14861,2024-02-07,7.7,8.0,9.2,7.0,Yes
SRV-965646,ENC-92767,2024-06-01,3.8,3.5,4.5,3.8,No
SRV-675657,ENC-13293,2024-10-02,5.5,4.7,4.6,6.3,No
SRV-293315,ENC-10539,2024-06-15,8.7,8.2,9.5,10.0,Yes
SRV-359357,ENC-12849,2024-01-18,5.8,6.5,6.1,2.5,No
SRV-435766,ENC-14373,2024-01-08,9.3,8.0,10.0,9.4,Yes
SRV-716778,ENC-12331,2024-10-21,10.0,10.0,7.9,10.0,Yes
SRV-972002,ENC-12792,2024-02-19,2.8,5.3,3.8,1.6,No
SRV-771199,ENC-10297,2024-05-21,7.4,5.9,6.6,8.6,No
SRV-431342,ENC-13971,2024-02-12,7.8,8.9,8.4,10.0,Yes
SRV-277506,ENC-12486,2024-05-13,6.7,7.1,8.3,9.7,Yes
SRV-421794,ENC-14043,2024-09-10,7.1,5.8,6.5,8.0,Yes
SRV-694529,ENC-11639,2024-07-15,3.4,4.4,3.0,3.9,No
SRV-522570,ENC-12759,2024-04-10,8.7,9.5,8.9,10.0,Yes
SRV-767019,ENC-10699,2024-08-30,8.7,6.9,10.0,7.5,Yes
SRV-884565,ENC-13992,2024-10-22,7.1,10.0,7.8,10.0,No
SRV-681339,ENC-10918,2024-07-30,10.0,10.0,10.0,10.0,Yes
SRV-872131,ENC-11734,2024-10-19,8.7,9.6,9.7,8.5,No
SRV-552747,ENC-14488,2024-06-08,8.8,8.8,9.6,6.3,Yes
SRV-974180,ENC-12489,2024-05-19,8.7,8.5,7.9,8.2,No
SRV-943768,ENC-97359,2024-03-06,9.3,7.6,9.0,7.0,Yes
SRV-633261,ENC-14651,2024-05-21,7.4,7.0,7.0,5.9,Yes
SRV-502449,ENC-13895,2024-07-02,10.0,9.8,10.0,6.1,Yes
SRV-264116,ENC-10954,2024-12-28,4.0,4.3,2.9,2.6,No
SRV-293482,ENC-11885,2024-01-22,5.2,4.1,5.8,4.4,Yes
SRV-358757,ENC-14086,2024-02-06,9.5,9.0,10.0,10.0,Yes
SRV-243357,ENC-11061,2024-05-04,6.2,6.3,6.1,5.0,Yes
SRV-809478,ENC-12863,2024-11-19,4.7,4.1,6.6,1.4,Yes
SRV-442096,ENC-12476,2024-10-10,9.8,9.6,10.0,7.4,Yes
SRV-833081,ENC-12851,2024-08-22,6.8,7.6,6.2,7.3,No
SRV-438359,ENC-11634,2024-03-04,5.5,4.5,6.1,3.6,No
SRV-683968,ENC-10994,2024-06-23,5.8,4.6,4.7,5.1,No
SRV-986403,ENC-10612,2024-12-10,9.4,10.0,8.0,7.7,Yes
SRV-303363,ENC-10228,2024-09-18,8.0,6.6,8.4,7.6,No
SRV-327758,ENC-11611,2024-01-16,5.1,4.8,4.9,2.8,Yes
SRV-476551,ENC-10555,2024-07-30,8.5,9.1,8.6,5.9,No
SRV-504980,ENC-97178,2024-05-13,8.1,6.6,7.6,5.4,Yes
SRV-127232,ENC-14463,2024-05-25,7.8,7.7,7.6,8.7,No
SRV-743677,ENC-12703,2024-09-01,8.5,8.4,9.2,8.2,Yes
SRV-760817,ENC-14923,2024-08-02,7.7,7.4,8.4,9.3,No
SRV-397796,ENC-12639,2024-03-10,6.2,7.9,8.3,4.3,No
SRV-940145,ENC-13327,2024-05-13,8.0,6.5,10.0,5.7,No
SRV-928516,ENC-98358,2024-10-25,4.4,1.6,5.4,1.1,No
SRV-998085,ENC-13777,2024-10-18,7.7,8.5,9.1,5.6,No
SRV-631580,ENC-13944,2024-05-25,9.4,8.5,9.5,10.0,Yes
SRV-191425,ENC-13810,2024-10-06,8.1,8.3,10.0,10.0,Yes
SRV-701737,ENC-96950,2024-09-12,5.6,4.8,5.0,7.1,Yes
SRV-518878,ENC-93066,2024-02-15,6.0,8.3,7.8,4.1,No
SRV-107588,ENC-12252,2024-12-30,5.8,5.7,4.6,5.1,No
SRV-444386,ENC-11622,2024-08-31,8.1,8.5,8.0,7.9,Yes
SRV-345928,ENC-14325,2024-12-28,7.4,7.1,8.1,6.9,Yes
SRV-482187,ENC-11446,2024-02-07,6.8,7.4,5.0,10.0,No
SRV-645448,ENC-10880,2024-05-22,4.6,4.9,5.0,6.2,Yes
SRV-687500,ENC-11548,2024-10-12,5.8,6.1,6.7,8.7,Yes
SRV-495515,ENC-96826,2024-03-05,6.4,5.7,5.6,7.3,Yes
SRV-916219,ENC-13845,2024-06-30,7.9,9.0,8.1,7.9,Yes
SRV-686542,ENC-10634,2024-03-22,5.0,3.5,5.0,5.0,No
SRV-531306,ENC-12093,2024-06-19,8.9,6.6,10.0,8.3,No
SRV-611494,ENC-11727,2024-11-12,10.0,10.0,10.0,10.0,Yes
SRV-650033,ENC-13995,2024-10-20,6.7,7.8,8.1,6.9,No
SRV-748489,ENC-10436,2024-05-19,9.6,9.7,9.7,9.8,Yes
SRV-459534,ENC-14754,2024-09-11,1.0,1.0,1.0,1.1,No
